ERR7365580	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365582	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365585	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-28
ERR7365586	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365588	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365589	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365590	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365591	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365595	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-28
ERR7365598	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7365602	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-28
ERR7365605	OXFORD_NANOPORE	MinION	2021-11-18	2021-11-18	Ireland	2021-10-14
ERR7366526	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366527	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-24
ERR7366539	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366543	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-25
ERR7366551	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366554	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-09-12
ERR7366559	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-30
ERR7366561	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366564	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
ERR7366566	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366568	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-25
ERR7366572	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366580	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366589	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
ERR7366593	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-27
ERR7366600	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366613	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366618	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366627	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-27
ERR7366636	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366637	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-19
ERR7366638	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-09-18
ERR7366643	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-25
ERR7366646	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2020-01-01
ERR7366651	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-26
ERR7366655	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-30
ERR7366656	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366670	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-26
ERR7366674	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-09
ERR7366686	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-04
ERR7366696	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366703	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-27
ERR7366707	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366716	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-21
ERR7366722	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366725	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-26
ERR7366727	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366729	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-11
ERR7366733	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-03
ERR7366735	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2020-01-01
ERR7366740	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-30
ERR7366744	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366745	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-30
ERR7366749	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-25
ERR7366750	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
ERR7366751	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366752	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2020-01-01
ERR7366755	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366757	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366758	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366762	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2020-01-01
ERR7366765	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-03
ERR7366773	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
ERR7366779	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366780	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-23
ERR7366785	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366789	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366793	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366794	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-21
ERR7366795	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366804	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366813	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-31
ERR7366816	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-27
ERR7366821	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-29
ERR7366824	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366827	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-30
ERR7366834	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-28
ERR7366835	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
ERR7366838	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-12
ERR7366840	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366843	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-10-26
ERR7366851	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-01
ERR7366868	OXFORD_NANOPORE	GridION	2021-11-19	2021-11-19	United Kingdom	2021-11-02
